text,sentiment
struggle hold 25 minutes kick back start say could not handle amount call,-1
welllllll rt fleet fleek,0
thank ! cc,1
website ever come back online ?,0
flight mco delay amp schedule arrive connection depart options ?,-1
not fault policy say least get us destination really ?,0
love southwest payton taylor !,1
american airlines,0
thank social media person !,1
airline joke friends trap houston since 7am sit no flight sight,-1
tv stream mean get spend flight watch 1999 2011 women world cup finals,1
volumes profit,0
not address issue hold 30 min speak agent,-1
work hard make sure things flow smoothly keep positive,1
fll mde great flight great customer service thank ! 2 mths wait speak human customer service,1
awesome ! rt watch nominate film 35 000 feet,1
4016 529557 go transfer car ? airport could not get,-1
try fly chicago not live ? ! send home ! ! ! ! bullshit ass customer service,-1
okay thank Happy_face_or_smiley also get tweet earlier 1 5 hrs ago say amp send dm delete ?,0
give,0
no not sorry try 2 add day 2 vacation 200 charge 2 change flight,-1
would get early enough not green tag no go not otis would still sit ord,-1
thank service credit positive thoughts,1
flight 3970 bna rdu excellent crew today,1
not mention three hour wait get agent phone,-1
delay system not ?,-1
follow quick dm ?,0
awesome thank thank reply damn fast sure hell beat 80s cheeze hold music ! !,1
not load luggage plane hour delay ?,-1
right amp away airplane sun_with_face,1
let us get line call back 2 hours hope 1 ticket leave flight want still late flightr,-1
thank process refund,1
shout cathy vegas airport check hook us !,0
flight cancel flightled monday look cancel flight credit card,-1
forget tell flight come thank allow miss connection,-1
debit card dividend member,0
dm ? voucher ? pay 70 cab 50 car back jfk tomorrow ?,-1
add aa loyalty number jetblue reservation ?,0
haha everything right ! not change thing ! slash twitter engagement make even cooler !,1
enjoy call good friend flight book problems flight elsewhere tweet one time tell many,0
thank,1
wow guy answer people wow care love jet blue,1
thank thank ! finally set jetblue app ! yay !,1
tremendous job atlanta airport saw sw celebrate mardi gras another reason nut guy !,0
thank look forward response,1
fyi onboard comfortably travel jfk seat no problem say thank make fly civilize !,1
love airline much ! thank much ! service great ! snack amaze ! everything outstanding thank ! !,1
love tell would issue refund could not get us way hurricane deny,1
idea winter advisory post atl tomorrow 2 25 ? ? would rather get phl tonight,0
6k need suggestions ? !,0
mark 15th birthday blumanity paint job blog,0
thank ruin vacation poorly maintain aircrafts can not fly safely stt flightledflight,-1
get hold ? call twice kick,-1
kind cool run boss man sfo,1
challenge accept first 5 crew members send pics chair get free ticket visit us,0
service baggage jfk incomprehensible no employee know luggage frm flight 424 lax nyc hr wait,-1
fly ua g a3,0
2498 clt leave gate next clt need help,0
policy fly surgery ? still wait answer tell doctor,0
1838 almost 5 hours late flight due mechanical,-1
make folks run gate c29 a18 b11 no explanation zero cart transfer elderly handicap,-1
thank ! second flight already get bump 1st ! love !,1
flight late flight due mechanical issue 3 4 flight past 10 days !,-1
baggage system hang twice many callers need find husband bag,-1
frustrate nervous,-1
lot fun remove top list manually readded bottom thank club agents thank lot asha dca,-1
oh get ticket ! ? !,0
thank rude customer service 3 hour delay really help time wise afternoon meet hello !,-1
see workers time time go beyond love fly guy thank !,1
employee gate 45 jfk tell people bag not fit need check clearly fit,-1
yes delta !,0
useless baggage service call 9 tell us would bag 3 maybe midnight,-1
dm send ! thank much respond ! response timely miss !,1
hello world record attempt amount ball point pen collection please could help pen ?,0
try rebook flight hold 23 mins disconnect almost 40 mins ? unbelievable,-1
yes everything work great,1
would like know possiable checkin online must do schiphol ?,0
look like best hope guess us air not think get miles alaska suck,-1
random q distribution elevate avatars ? bet kitty disproportionate share,0
guy rule dm lt 3 thank,1
love fly southwest ! best flight attendants ever !,1
huge thank crew flight 1348 fly dca sju monday night snow could plane ! ! !,1
scavenger hunt rule,0
nice lhr congrats stick aa,0
rebooked line 300 people deep,-1
best credit card use open get miles ?,0
thank much completely make things right !,1
exactly hang hook ?,-1
wth honest customers better last change drive home plane leave not !,-1
digg !,0
leave certain things kid,0
thank smiling_face_with_smiling_eyes stand line !,1
land hour late flight ind den 40 min late flightr bag not not cool,-1
no speciifc email 1500 character limit complaints aa us customer complaints adopt twitter model ?,-1
business class full 1st class empty guy upgrade exp members 1st ?,0
curiosity flight arrange pilot notify ? lot pilot not arrive yet announcements,0
employee gate 15min board like expect customers competent company like rival,-1
thank ! dmed hn,1
know would awesome ? provide us complimentary entertainment flight especially longer 6 hours,0
developers fly tomorrow morn w 45 min layover earlier flight 1 5hr layover move ?,0
correct—i spend hours try book online receive error click final purchase button 1 2,-1
sign notifications first trip not update not sure happen,-1
Happy_face_or_smiley not abc inflight tv ? channel ? !,0
amp plan,0
clapping_hands clapping_hands clapping_hands late flightst ad make happy fly days,1
chair could use tlc power outlets area would bonus head !,1
use call back feature operator regard flight get call 2 hours late flightr get hang,-1
please dm ? question Happy_face_or_smiley,0
call 4 hours reschedule flight due weather not even let stay hold,-1
send way thank help,1
get free mimosa compensate flight delay yet thank,-1
book ticket use miles need change date try get advantage rep 4 two days,-1
contact info upgrade use advantage miles ?,0
try fleet fleek,1
thnx !,1
wonderful fc fa flight 2062 pre dawn ! nice start day !,1
thank take notch ! ! leinenkugels norfolk…,1
course not inflight crew great !,1
priv chat help chairman reroute,0
send,0
idea monitor mileage members travel pattern enough know change job lose status make transition easier,0
first cockroaches crawl counter gate visible mouse trap seat gate,-1
no not line service desk 1hr 1 2 spot,-1
thank ! hope iah dfw okc turn long trip today work tomorrow,1
1917 thank 5 hour layover la thumbs_up ice cake least staff courteous helpful not,1
buffalo flight late flight ?,-1
sit cesspool germs grind 2 hours,-1
although wait long due weather r schedule phone call super rep solve issue ! thank ! !,1
first ride new 737 800 new interior seat video nice improvement !,1
btwn gate a8 amp a15 lose diamond earring ! pls maintenance look ! !,0
huge fan great brand people great things… guy rock happy share love !,1
ua flight 1247 sfo lax take carry gate group 2 overhead bin empty,0
follow experience,-1
check status claim go 2 months no attention ? upset,-1
go cancel flight flight today everyone favor get not stall inevitable,-1
moodlighting way fly ! best experience ever ! cool calm purple_heart airplane,1
look like long trip cancun philly ? 9 hours late flight ? seriously ?,-1
blow away stellar ! ! thank lt 3,1
fantastic support twitter team appreciate thank,1
need answer can not get wichita fall,-1
thank make worst fly experience ever never book airline train flight attendants better,-1
guy cancel flightled flight today book tomorrow unfortunately rebooked thank,-1
ah would explain crew not seem particularly distress point little startle first,0
cutest salt pepper shaker ever think guy can not get better !,1
please please please,0
sure not question still remain find 8 20 crew not come 9 50 8 10 flt tks,-1
guy flight cmh,0
no could not care less customer service run bots,-1
